"Sheet","Pos.","Athlete","18m-1","X.1","18m-2","X.2","Tot.","10","9","Sex","Year","over 50?","Style"
"2016_IQCM","91","BLEWETT Adrian",275,109,281,72,556,18,40,"M","2016","N","C"
"2016_IQCM","92","MOORE David",277,97,278,90,555,18,39,"M","2016","N","C"
"2016_IQCM","93","HARRIS Jamie",280,77,275,111,555,17,41,"M","2016","N","C"
"2016_IQCM","94","CLARKE Jez",279,81,276,107,555,15,45,"M","2016","N","C"
"2016_IQCM","95","BRENNAN Chris",275,107,279,86,554,20,34,"M","2016","N","C"
"2016_IQCM","96","EDWARDS Stephen",277,95,277,98,554,17,41,"M","2016","N","C"
"2016_IQCM","97","FLETCHER Anthony",277,93,277,100,554,17,40,"M","2016","N","C"
"2016_IQCM","98","PEAKE Ciaron",280,69,273,114,553,18,38,"M","2016","N","C"
"2016_IQCM","99","FLINT Jon",278,86,275,110,553,18,37,"M","2016","N","C"
"2016_IQCM","100","BLAND Peter",273,114,280,76,553,17,39,"M","2016","N","C"
"2016_IQCM","100","TAYLOR Chris",275,109,278,90,553,17,39,"M","2016","N","C"
"2016_IQCM","102","GILES Samuel",275,106,277,95,552,19,35,"M","2016","N","C"
"2016_IQCM","103","MCCONVILLE Paul",274,111,278,90,552,18,37,"M","2016","N","C"
"2016_IQCM","104","KELLY Jack",276,100,276,105,552,17,38,"M","2016","N","C"
"2016_IQCM","105","GUNSTONE Neil",274,112,276,103,550,16,39,"M","2016","N","C"
"2016_IQCM","106","PLATKIW Michael",278,86,272,116,550,15,40,"M","2016","N","C"
"2016_IQCM","107","PODMORE Michael",271,115,279,88,550,14,42,"M","2016","N","C"
"2016_IQCM","108","PINDER Paul",276,100,274,112,550,13,44,"M","2016","N","C"
"2016_IQCM","109","MITCHELL Lee",276,103,273,115,549,14,41,"M","2016","N","C"
"2016_IQCM","110","WENCH Nick",265,128,283,57,548,19,31,"M","2016","N","C"
"2016_IQCM","111","TAYLOR David",271,115,277,97,548,14,40,"M","2016","N","C"
"2016_IQCM","112","BOURNE Oliver",278,86,269,120,547,18,39,"M","2016","N","C"
"2016_IQCM","113","SEATON Paul",277,93,269,120,546,18,38,"M","2016","N","C"
"2016_IQCM","114","CRESSWELL Daniel",266,125,277,98,543,16,39,"M","2016","N","C"
"2016_IQCM","115","BOTTLE Thomas",267,124,276,104,543,12,39,"M","2016","N","C"
"2016_IQCM","116","MCLEAN Chris",274,112,269,124,543,9,45,"M","2016","N","C"
"2016_IQCM","117","GROBLER Adrian",267,121,275,108,542,13,38,"M","2016","N","C"
"2016_IQCM","118","RIDDING Dru",268,120,273,113,541,13,37,"M","2016","N","C"
"2016_IQCM","119","GUERIN Christopher",263,132,276,102,539,15,31,"M","2016","N","C"
"2016_IQCM","120","ROBERTS Paul",276,105,263,132,539,10,47,"M","2016","N","C"
"2016_IQCM","121","LOWE Peter",269,118,270,119,539,9,43,"M","2016","N","C"
"2016_IQCM","122","APSLEY Lee",266,127,271,117,537,12,37,"M","2016","N","C"
"2016_IQCM","123","PATAK Zoltan",279,80,257,136,536,15,37,"M","2016","N","C"
"2016_IQCM","124","MOORE Ethan",277,95,259,133,536,13,39,"M","2016","N","C"
"2016_IQCM","125","TEMPLE Cameron",267,121,269,122,536,10,38,"M","2016","N","C"
"2016_IQCM","126","BEETZ Andy",271,115,263,130,534,10,42,"M","2016","N","C"
"2016_IQCM","127","ROBERTS David",264,131,269,123,533,6,43,"M","2016","N","C"
"2016_IQCM","128","MIDDLETON Ian",264,130,268,125,532,14,40,"M","2016","N","C"
"2016_IQCM","129","AITCHISON James",266,126,266,127,532,14,28,"M","2016","N","C"
"2016_IQCM","130","WISEMAN Mark",261,133,271,118,532,9,43,"M","2016","N","C"
"2016_IQCM","131","MENDES Mario",269,119,263,131,532,8,35,"M","2016","N","C"
"2016_IQCM","132","HARRIS Richard",260,135,268,126,528,8,36,"M","2016","N","C"
"2016_IQCM","133","LEE David",267,121,257,135,524,10,35,"M","2016","N","C"
"2016_IQCM","134","MCMILLAN George",264,129,258,134,522,13,33,"M","2016","N","C"
"2016_IQCM","135","HORSNALL Andrew",254,136,266,128,520,4,37,"M","2016","N","C"
"2016_IQCM","136","CURRIE Ian",253,137,264,129,517,0,42,"M","2016","N","C"
"2016_IQCM","137","BALL Zachary",260,134,254,138,514,3,34,"M","2016","N","C"
"2016_IQCM","138","CHAN Eric",242,138,256,137,498,8,31,"M","2016","N","C"
"2016_IQCW","1","PRIEELS Sarah",294,1,290,1,584,44,16,"W","2016","N","C"
"2016_IQCW","2","CLARK Daisy",293,2,289,2,582,42,18,"W","2016","N","C"
"2016_IQCW","3","FOSTER Lizzie",293,2,286,6,579,39,21,"W","2016","N","C"
"2016_IQCW","4","SIMPSON Nichola",288,4,288,3,576,36,24,"W","2016","N","C"
"2016_IQCW","5","MASON Lucy",287,5,288,3,575,35,25,"W","2016","N","C"
"2016_IQCW","6","JENNINGS Claudine",285,8,285,8,570,32,26,"W","2016","N","C"
"2016_IQCW","7","BARBY Victoria",284,12,286,6,570,30,30,"W","2016","N","C"
"2016_IQCW","8","GREENWOOD Hope",285,10,284,9,569,29,31,"W","2016","N","C"
"2016_IQCW","9","CARPENTER Isabelle",281,21,287,5,568,29,30,"W","2016","N","C"
"2016_IQCW","10","CORLESS Susan",287,5,280,23,567,28,31,"W","2016","N","C"
"2016_IQCW","11","GALES Andrea",283,13,283,10,566,29,28,"W","2016","N","C"
"2016_IQCW","11","SARGEANT Bayley",285,9,281,18,566,29,28,"W","2016","N","C"
"2016_IQCW","13","O'SULLIVAN Lucy",283,14,283,12,566,26,34,"W","2016","N","C"
"2016_IQCW","14","MUST Emily",282,17,283,10,565,26,33,"W","2016","N","C"
"2016_IQCW","15","BLEWETT Rebecca",287,5,277,32,564,25,34,"W","2016","N","C"
"2016_IQCW","16","ANNISON Layla",283,14,281,19,564,24,36,"W","2016","N","C"
"2016_IQCW","17","MOON Sarah",281,21,281,19,562,22,38,"W","2016","N","C"
"2016_IQCW","17","RUTLAND Anne",283,14,279,28,562,22,38,"W","2016","N","C"
"2016_IQCW","19","LENNON Rebecca",279,29,282,15,561,21,39,"W","2016","N","C"
"2016_IQCW","19","SPINKS Abbie",280,27,281,19,561,21,39,"W","2016","N","C"
"2016_IQCW","19","SWORD Michelle",279,29,282,15,561,21,39,"W","2016","N","C"
"2016_IQCW","22","GEDDES Robyn",281,21,279,28,560,20,40,"W","2016","N","C"
"2016_IQCW","22","HOLMES Jacquie",281,21,279,28,560,20,40,"W","2016","N","C"
"2016_IQCW","24","BRYAN Jenny",280,25,279,26,559,23,34,"W","2016","N","C"
"2016_IQCW","25","KING Anna",276,37,283,12,559,21,37,"W","2016","N","C"
"2016_IQCW","25","ROBB Kirsty",278,32,281,19,559,21,37,"W","2016","N","C"
"2016_IQCW","25","WITHAM Gen",276,37,283,12,559,21,37,"W","2016","N","C"
"2016_IQCW","28","CLASON Stephanie",278,32,280,24,558,20,38,"W","2016","N","C"
"2016_IQCW","29","BURFITT Pauline",281,19,277,32,558,19,40,"W","2016","N","C"
"2016_IQCW","30","CHENERY Julie",275,44,282,15,557,18,41,"W","2016","N","C"
"2016_IQCW","30","PRIOR Erin",278,32,279,28,557,18,41,"W","2016","N","C"
"2016_IQCW","32","HARRIS Gillian",277,36,279,25,556,20,36,"W","2016","N","C"
"2016_IQCW","33","NEUMANN Helen",280,27,275,34,555,19,37,"W","2016","N","C"
"2016_IQCW","34","FLACK Vicci",281,19,274,41,555,17,41,"W","2016","N","C"
"2016_IQCW","35","TIDESWELL Sharon",280,26,274,38,554,19,36,"W","2016","N","C"
"2016_IQCW","36","GRAY Lynn",275,41,279,26,554,18,39,"W","2016","N","C"
"2016_IQCW","37","JAMIESON Karen",282,17,271,47,553,16,41,"W","2016","N","C"
"2016_IQCW","38","MERRY Nat",284,11,268,53,552,22,36,"W","2016","N","C"
"2016_IQCW","39","KNIGHT Kerys Lee",277,35,275,35,552,16,40,"W","2016","N","C"
"2016_IQCW","40","CODLING Maddison",276,39,275,37,551,13,45,"W","2016","N","C"
"2016_IQCW","41","WALLBANK Jessica",275,42,274,38,549,16,37,"W","2016","N","C"
"2016_IQCW","42","BLAKE Emily",274,48,275,35,549,11,47,"W","2016","N","C"
"2016_IQCW","43","SAMBRIDGE Marion",279,29,269,50,548,20,37,"W","2016","N","C"
"2016_IQCW","44","SWETMAN Kim",274,47,274,38,548,16,36,"W","2016","N","C"
"2016_IQCW","45","CLIFFORD Holly",274,46,273,44,547,15,40,"W","2016","N","C"
"2016_IQCW","46","BROWN Jill",275,40,272,46,547,15,39,"W","2016","N","C"
"2016_IQCW","47","SMITH Carol",275,43,270,48,545,15,38,"W","2016","N","C"
"2016_IQCW","48","TROUT Sarah",275,45,270,49,545,12,42,"W","2016","N","C"
"2016_IQCW","49","HARRIS Sheila",269,50,273,43,542,10,44,"W","2016","N","C"
"2016_IQCW","50","BEER Anne",268,52,273,45,541,10,42,"W","2016","N","C"
"2016_IQCW","51","PINE Phoebe",271,49,269,51,540,13,36,"W","2016","N","C"
"2016_IQCW","52","HOTCHKISS Patricia",266,55,273,42,539,13,35,"W","2016","N","C"
"2016_IQCW","53","AYLING Carla",268,51,269,52,537,12,36,"W","2016","N","C"
"2016_IQCW","54","PETRE Iulia",267,54,268,55,535,9,38,"W","2016","N","C"
"2016_IQCW","55","FLETCHER Harriet",268,53,258,57,526,8,36,"W","2016","N","C"
"2016_IQCW","56","WILLIAMS Amelia",261,56,263,56,524,8,33,"W","2016","N","C"
"2016_IQCW","57","WENCH Makayla",254,58,268,54,522,8,38,"W","2016","N","C"
"2016_IQCW","58","WYNN Hannah",259,57,253,58,512,4,34,"W","2016","N","C"
"2016_IQCW","59","BERTHAM Amanda",244,59,235,59,479,3,29,"W","2016","N","C"
"2016_IQCW","60","HOWELLS Jean",28,60,0,0,28,1,2,"W","2016","N","C"
"2016_IQLM","1","NEWNES Alex",218,1,225,1,443,5,5,"M","2016","N","L"
"2016_IQLM","2","GADD Cliff",204,4,218,2,422,5,11,"M","2016","N","L"
"2016_IQLM","3","STOWELL Ian",203,5,211,5,414,4,15,"M","2016","N","L"
"2016_IQLM","4","HAGON Luke",197,6,217,3,414,4,9,"M","2016","N","L"
"2016_IQLM","5","GERRARD Llew",210,2,201,6,411,3,10,"M","2016","N","L"
"2016_IQLM","6","LEDWICK Ben",191,7,212,4,403,6,5,"M","2016","N","L"
"2016_IQLM","7","THOMAS Simon",207,3,189,8,396,5,10,"M","2016","N","L"
"2016_IQLM","8","HUTCHINS Richard",187,9,197,7,384,2,9,"M","2016","N","L"
"2016_IQLM","9","TWIGG Robert",188,8,185,9,373,0,5,"M","2016","N","L"
"2016_IQLM","10","PIKE Edward",173,10,181,10,354,4,9,"M","2016","N","L"
"2016_IQLM","11","MAHER Anthony",172,11,175,12,347,1,9,"M","2016","N","L"
"2016_IQLM","12","WILLIAMS Scott",149,13,177,11,326,2,5,"M","2016","N","L"
"2016_IQLM","13","AGAR Paul",145,14,158,14,303,2,6,"M","2016","N","L"
"2016_IQLM","14","KITSON Stuart",157,12,145,15,302,2,3,"M","2016","N","L"
"2016_IQLM","15","DAY Samuel",101,18,163,13,264,4,4,"M","2016","N","L"
"2016_IQLM","16","MARYON Robin",136,15,128,17,264,1,5,"M","2016","N","L"
"2016_IQLM","17","PRATT Simon",113,16,133,16,246,3,2,"M","2016","N","L"
"2016_IQLM","18","GRAINGER Garry",110,17,73,19,183,0,1,"M","2016","N","L"
"2016_IQLM","19","CARTER Robin",86,19,76,18,162,0,3,"M","2016","N","L"
"2016_IQLW","1","HUDSON Sheila",230,1,225,1,455,7,13,"W","2016","N","L"
"2016_IQLW","2","SARTAIN Kathryn",201,2,220,2,421,4,9,"W","2016","N","L"
"2016_IQLW","3","TWIGG Sophie",187,4,190,3,377,2,7,"W","2016","N","L"
"2016_IQLW","4","STUBBINGS Bernadette",188,3,169,4,357,4,5,"W","2016","N","L"
"2016_IQLW","5","THOMAS Louise",143,8,164,5,307,0,8,"W","2016","N","L"
"2016_IQLW","6","COUSINS Julie",151,6,154,6,305,5,4,"W","2016","N","L"
"2016_IQLW","7","CROUCH Irene",154,5,143,7,297,2,4,"W","2016","N","L"
"2016_IQLW","8","WILLIAMS Emily",143,7,97,9,240,0,4,"W","2016","N","L"
"2016_IQLW","9","LEDWICK Nikki",96,9,104,8,200,2,3,"W","2016","N","L"
"2016_IQLW","10","ADNAMS HATCH Julie",63,10,80,10,143,0,0,"W","2016","N","L"
"2016_IQLW","11","DUTTON Lesley",60,11,71,11,131,0,0,"W","2016","N","L"
"2016_IQLW","12","MICHELSEN Lena-Lotta",36,12,49,12,85,0,0,"W","2016","N","L"
"2016_IQRM","1","NESBITT Mark",289,5,292,3,581,42,17,"M","2016","N","R"
"2016_IQRM","2","MORGAN Ashe",286,12,293,1,579,40,19,"M","2016","N","R"
"2016_IQRM","3","HALL Tom",291,2,288,7,579,40,19,"M","2016","N","R"
"2016_IQRM","4","DEAK Gergo",291,2,288,9,579,39,21,"M","2016","N","R"
"2016_IQRM","5","SMITH Alex",293,1,285,17,578,41,16,"M","2016","N","R"
"2016_IQRM","6","GEENES Colin",289,5,285,17,574,38,18,"M","2016","N","R"
"2016_IQRM","7","WISE Alex",284,17,290,4,574,38,18,"M","2016","N","R"
"2016_IQRM","8","BARBY Stuart",280,29,293,2,573,37,19,"M","2016","N","R"
"2016_IQRM","9","PRIOR John",290,4,283,24,573,36,21,"M","2016","N","R"
"2016_IQRM","10","NAIRN Thomas",285,13,288,9,573,35,23,"M","2016","N","R"
"2016_IQRM","11","HARDING Keith",286,10,287,11,573,35,23,"M","2016","N","R"
"2016_IQRM","12","BERTI Francis",284,19,289,5,573,33,27,"M","2016","N","R"
"2016_IQRM","13","KENT Steve",283,20,289,5,572,41,18,"M","2016","N","R"
"2016_IQRM","14","PERKINS Louis",284,16,288,7,572,37,19,"M","2016","N","R"
"2016_IQRM","15","TATE Jonathan",286,11,286,12,572,35,22,"M","2016","N","R"
"2016_IQRM","16","TIMMINS David",286,9,285,16,571,38,16,"M","2016","N","R"
"2016_IQRM","17","EVANS Sean",288,7,280,32,568,35,19,"M","2016","N","R"
"2016_IQRM","18","REID Jacob",282,22,285,17,567,33,21,"M","2016","N","R"
"2016_IQRM","19","MATZKIN Guy",284,17,283,25,567,31,25,"M","2016","N","R"
"2016_IQRM","20","JUDD Michael",283,21,284,20,567,31,25,"M","2016","N","R"
"2016_IQRM","21","IP Sherman",285,14,281,30,566,30,27,"M","2016","N","R"
"2016_IQRM","22","HUSTON Patrick",280,25,284,20,564,31,24,"M","2016","N","R"
"2016_IQRM","23","HALL Conor",277,35,286,12,563,33,18,"M","2016","N","R"
"2016_IQRM","24","MADDISON Will",277,37,286,12,563,29,25,"M","2016","N","R"
"2016_IQRM","25","ROWBOTHAM Erik",280,28,283,25,563,29,25,"M","2016","N","R"
"2016_IQRM","26","MASEFIELD Jack",281,24,282,29,563,28,27,"M","2016","N","R"
"2016_IQRM","27","FLEMING Gareth",280,30,282,27,562,29,25,"M","2016","N","R"
"2016_IQRM","28","PINDER Ryan",285,14,277,41,562,28,27,"M","2016","N","R"
"2016_IQRM","29","LOWE Robert",276,38,283,23,559,32,18,"M","2016","N","R"
"2016_IQRM","30","HOLDEN Ryan",281,23,278,36,559,32,17,"M","2016","N","R"
"2016_IQRM","31","DYKE Jonathan",274,44,285,15,559,31,22,"M","2016","N","R"
"2016_IQRM","32","DONALDSON Morgan",274,47,282,28,556,26,25,"M","2016","N","R"
"2016_IQRM","33","ALEXANDER Malcolm",272,53,284,22,556,28,28,"M","2016","N","R"
"2016_IQRM","33","FINLAY Ian",277,36,279,35,556,26,26,"M","2016","N","R"
"2016_IQRM","35","COVENEY Arthur",287,8,268,75,555,30,19,"M","2016","N","R"
"2016_IQRM","36","COOPER Christopher",280,26,275,51,555,27,23,"M","2016","N","R"
"2016_IQRM","37","REEKS Adam",274,46,281,31,555,25,25,"M","2016","N","R"
"2016_IQRM","38","VOBE Ollie",279,31,275,53,554,28,21,"M","2016","N","R"
"2016_IQRM","39","SUTTON Paul",280,26,273,58,553,27,21,"M","2016","N","R"
"2016_IQRM","40","ALEXANDER Tom",279,31,273,57,552,27,22,"M","2016","N","R"
"2016_IQRM","41","HURBAN Vlado",274,45,278,38,552,21,31,"M","2016","N","R"
"2016_IQRM","42","TITTENSOR Paul",279,31,272,61,551,25,23,"M","2016","N","R"
"2016_IQRM","43","FAIRBURN Joe",270,61,280,32,550,24,27,"M","2016","N","R"
"2016_IQRM","44","SPENCER-NICE Riley",278,34,272,60,550,22,27,"M","2016","N","R"
"2016_IQRM","45","PHILLIPS David",272,55,278,37,550,21,28,"M","2016","N","R"
"2016_IQRM","46","ZAHAN Ciprian",276,40,273,55,549,24,26,"M","2016","N","R"
"2016_IQRM","47","GARRATT Neill",271,58,277,41,548,22,27,"M","2016","N","R"
"2016_IQRM","48","TRAFFORD Joshua",273,52,275,49,548,20,29,"M","2016","N","R"
"2016_IQRM","49","JEFFS James",272,54,275,52,547,24,22,"M","2016","N","R"
"2016_IQRM","50","MIDDLETON Phil",275,42,271,63,546,22,26,"M","2016","N","R"
"2016_IQRM","51","STUBBS Simon",270,63,276,46,546,21,26,"M","2016","N","R"
"2016_IQRM","52","PEARSON Gareth",274,48,272,61,546,19,28,"M","2016","N","R"
"2016_IQRM","53","LYON Nigel",268,65,276,43,544,26,25,"M","2016","N","R"
"2016_IQRM","54","HARPER Kenneth",268,66,276,45,544,23,24,"M","2016","N","R"
"2016_IQRM","55","BODY Alex",273,49,271,65,544,22,25,"M","2016","N","R"
"2016_IQRM","56","CAINE Andy",266,75,277,39,543,23,24,"M","2016","N","R"
"2016_IQRM","57","WATTS Roy",271,60,271,64,542,21,21,"M","2016","N","R"
"2016_IQRM","58","DONALDSON Cameron",266,75,275,48,541,24,21,"M","2016","N","R"
"2016_IQRM","59","NOWICKI Matthew",264,86,277,40,541,22,24,"M","2016","N","R"
"2016_IQRM","60","HOTRABHVANON Sukrit",272,56,269,72,541,19,33,"M","2016","N","R"
"2016_IQRM","61","CROSS Wayne",266,78,274,54,540,20,23,"M","2016","N","R"
"2016_IQRM","62","ADAMS Jamie",264,89,275,50,539,20,22,"M","2016","N","R"
"2016_IQRM","63","PARKER Richard",273,51,266,86,539,17,26,"M","2016","N","R"
"2016_IQRM","64","WOZENCROFT Adam",266,77,272,59,538,22,20,"M","2016","N","R"
"2016_IQRM","65","GRUNSELL Liam",258,109,280,32,538,19,25,"M","2016","N","R"
"2016_IQRM","66","MACFADYEN Stewart-Lee",275,43,263,92,538,19,23,"M","2016","N","R"
"2016_IQRM","67","CRAM Thomas",271,58,267,83,538,17,28,"M","2016","N","R"
"2016_IQRM","68","QADIR Adeel",276,39,261,97,537,20,22,"M","2016","N","R"
"2016_IQRM","69","BOTTLE Chris",268,68,269,73,537,18,22,"M","2016","N","R"
"2016_IQRM","70","WRIGHT David",270,64,266,84,536,23,19,"M","2016","N","R"
"2016_IQRM","71","JIBRAIL Jason",268,67,268,78,536,19,21,"M","2016","N","R"
"2016_IQRM","72","SEEZ Joe",266,80,270,71,536,15,31,"M","2016","N","R"
"2016_IQRM","73","REID Chris",265,85,271,67,536,15,30,"M","2016","N","R"
"2016_IQRM","74","CHRISINAS Ioannis",265,81,270,69,535,21,25,"M","2016","N","R"
"2016_IQRM","74","RAHMAN Jamal",259,107,276,44,535,21,25,"M","2016","N","R"
"2016_IQRM","76","GILES Richard",276,41,258,105,534,20,26,"M","2016","N","R"
"2016_IQRM","77","CHARLESWORTH Marc",263,91,271,65,534,20,24,"M","2016","N","R"
"2016_IQRM","78","JOHNSTONE Andrew",261,100,273,56,534,20,19,"M","2016","N","R"
"2016_IQRM","79","BARRETT-REES Finnlay",263,93,270,70,533,16,26,"M","2016","N","R"
"2016_IQRM","80","BROWN Matthew",265,82,267,79,532,22,16,"M","2016","N","R"
"2016_IQRM","81","MCDERMOTT Edward",264,90,268,74,532,20,22,"M","2016","N","R"
"2016_IQRM","82","HOLMES Timothy",273,50,259,101,532,18,22,"M","2016","N","R"
"2016_IQRM","83","PARTINGTON Garry",256,113,276,47,532,12,33,"M","2016","N","R"
"2016_IQRM","84","HYNDS Frank",265,82,266,85,531,18,21,"M","2016","N","R"
"2016_IQRM","85","PARKER David",261,102,270,68,531,17,23,"M","2016","N","R"
"2016_IQRM","86","ROY Robert",263,92,267,82,530,19,21,"M","2016","N","R"
"2016_IQRM","87","COLLIS Dominic",267,73,263,92,530,17,20,"M","2016","N","R"
"2016_IQRM","88","BEER Peter",271,57,258,104,529,22,20,"M","2016","N","R"
"2016_IQRM","89","HODSON-WALKER Daniel",262,96,267,80,529,21,19,"M","2016","N","R"
"2016_IQRM","90","CHARLESWORTH Iain",267,72,259,102,526,15,20,"M","2016","N","R"
"2016_IQRM","91","MAHER Aron",270,61,255,111,525,20,20,"M","2016","N","R"
"2016_IQRM","92","COOPER Jason",266,79,259,99,525,15,23,"M","2016","N","R"
"2016_IQRM","93","EMENEY Sonnie",266,74,256,108,522,16,22,"M","2016","N","R"
"2016_IQRM","94","WEBB Peter",267,70,254,118,521,16,26,"M","2016","N","R"
"2016_IQRM","95","GORDON-BROWN Ollie",256,112,264,88,520,19,23,"M","2016","N","R"
"2016_IQRM","96","PATERSON Gareth",261,101,259,103,520,12,26,"M","2016","N","R"
"2016_IQRM","97","DAY Les",251,119,268,77,519,16,23,"M","2016","N","R"
"2016_IQRM","98","WITTON Colin",254,115,265,87,519,16,17,"M","2016","N","R"
"2016_IQRM","99","FEWZ Tom",258,108,261,96,519,14,25,"M","2016","N","R"
"2016_IQRM","100","WOODFIELD Richard",267,69,251,126,518,18,21,"M","2016","N","R"
"2016_IQRM","101","BARRETT-REES Jakob",263,94,255,112,518,14,23,"M","2016","N","R"
"2016_IQRM","102","DONALDSON Gary",262,99,255,115,517,12,27,"M","2016","N","R"
"2016_IQRM","103","AVINS Christopher",262,97,254,117,516,19,16,"M","2016","N","R"
"2016_IQRM","104","THOMAS-PRAUSE Gareth",254,116,261,95,515,17,19,"M","2016","N","R"
"2016_IQRM","105","WHEELER Robert",260,105,255,114,515,14,20,"M","2016","N","R"
"2016_IQRM","106","RIDES Connor",267,71,247,132,514,21,16,"M","2016","N","R"
"2016_IQRM","107","EVANS Luke",247,126,267,81,514,14,25,"M","2016","N","R"
"2016_IQRM","108","WITTON Tommy",255,114,259,100,514,12,25,"M","2016","N","R"
"2016_IQRM","109","MCINERNEY Kevin",250,121,264,89,514,9,25,"M","2016","N","R"
"2016_IQRM","110","BORRILL Jonathan",262,98,251,124,513,16,17,"M","2016","N","R"
"2016_IQRM","111","JOYCE Chris",261,103,252,121,513,8,29,"M","2016","N","R"
"2016_IQRM","112","WILLCOX Norman",257,111,255,113,512,13,21,"M","2016","N","R"
"2016_IQRM","113","WALSH Ciaran",264,88,248,131,512,12,25,"M","2016","N","R"
"2016_IQRM","114","HODGKINSON Alec",263,95,249,129,512,11,26,"M","2016","N","R"
"2016_IQRM","115","BRUCE John",260,106,252,120,512,11,25,"M","2016","N","R"
"2016_IQRM","116","LESSIMORE Matthew",257,110,253,119,510,21,14,"M","2016","N","R"
"2016_IQRM","117","HAWKER Lance",241,132,268,76,509,15,20,"M","2016","N","R"
"2016_IQRM","118","PLATT Callum",253,117,255,110,508,16,24,"M","2016","N","R"
"2016_IQRM","119","TROLAN Chris",261,104,245,136,506,9,22,"M","2016","N","R"
"2016_IQRM","120","SZE Tony",249,124,256,109,505,10,20,"M","2016","N","R"
"2016_IQRM","121","CLARK Andrew",252,118,249,130,501,10,22,"M","2016","N","R"
"2016_IQRM","122","KANNAN Sathish",249,122,251,127,500,13,21,"M","2016","N","R"
"2016_IQRM","123","HILL Peter",244,127,256,107,500,12,19,"M","2016","N","R"
"2016_IQRM","124","ANSLEY Dug",264,87,235,149,499,14,20,"M","2016","N","R"
"2016_IQRM","125","SMITH Will",235,143,263,94,498,9,22,"M","2016","N","R"
"2016_IQRM","126","SARTAIN Stuart",233,146,263,90,496,16,19,"M","2016","N","R"
"2016_IQRM","127","NEVE Matthew",239,136,257,106,496,13,28,"M","2016","N","R"
"2016_IQRM","128","VERTIGAN Jack",243,131,251,127,494,10,19,"M","2016","N","R"
"2016_IQRM","129","QUINTON Roman",265,84,224,159,489,14,19,"M","2016","N","R"
"2016_IQRM","130","CRAMB Andrew",249,123,240,141,489,11,19,"M","2016","N","R"
"2016_IQRM","131","COSTANZA Marco",243,129,246,134,489,10,21,"M","2016","N","R"
"2016_IQRM","132","BARWOOD Devon",225,157,263,91,488,17,14,"M","2016","N","R"
"2016_IQRM","133","WRIGHT Luca",236,141,251,125,487,8,22,"M","2016","N","R"
"2016_IQRM","134","CLARKE Michael",251,120,233,153,484,12,17,"M","2016","N","R"
"2016_IQRM","135","CURNOW Rhodri",241,133,243,138,484,9,20,"M","2016","N","R"
"2016_IQRM","136","LOBBAN Keith",236,139,247,133,483,10,22,"M","2016","N","R"
"2016_IQRM","137","MAHMOOD Mohammad",244,128,239,143,483,9,17,"M","2016","N","R"
"2016_IQRM","138","WILLETTS Paul",221,162,260,98,481,12,21,"M","2016","N","R"
"2016_IQRM","139","SARTAIN Adam",226,156,255,116,481,7,22,"M","2016","N","R"
"2016_IQRM","140","ELLIOTT Matthew",229,151,251,123,480,15,15,"M","2016","N","R"
"2016_IQRM","141","HORNE Stephen",243,129,237,146,480,11,21,"M","2016","N","R"
"2016_IQRM","142","CARPENTER Graeme",236,140,243,139,479,9,20,"M","2016","N","R"
"2016_IQRM","143","DEVONPORT Craig",234,144,244,137,478,4,15,"M","2016","N","R"
"2016_IQRM","144","WATSON Gavin",224,159,252,122,476,5,20,"M","2016","N","R"
"2016_IQRM","145","MCCOUBREY Jason",229,153,245,135,474,9,14,"M","2016","N","R"
"2016_IQRM","146","DUKES Malcolm",240,135,233,154,473,8,14,"M","2016","N","R"
"2016_IQRM","147","BURGESS Richard",237,137,235,150,472,5,17,"M","2016","N","R"
"2016_IQRM","148","BRANT John",232,148,240,142,472,4,20,"M","2016","N","R"
"2016_IQRM","149","TUCKER Martin",236,138,234,151,470,11,11,"M","2016","N","R"
"2016_IQRM","150","SAKANAK Gursel",233,147,236,148,469,9,17,"M","2016","N","R"
"2016_IQRM","151","PRICE Keith",235,142,234,152,469,6,19,"M","2016","N","R"
"2016_IQRM","152","KELLY John",231,149,237,145,468,5,8,"M","2016","N","R"
"2016_IQRM","153","SEWELL Tony",227,155,238,144,465,9,18,"M","2016","N","R"
"2016_IQRM","154","SPINK Phil",222,161,243,140,465,6,18,"M","2016","N","R"
"2016_IQRM","155","MARTIN Sean",247,125,208,170,455,9,13,"M","2016","N","R"
"2016_IQRM","156","SMITH Ollie",229,152,224,158,453,10,15,"M","2016","N","R"
"2016_IQRM","157","NAKO Enrik",222,160,230,156,452,9,13,"M","2016","N","R"
"2016_IQRM","158","BOOTH Anthony",241,134,209,168,450,7,14,"M","2016","N","R"
"2016_IQRM","159","COATHUP Jack",233,145,216,161,449,7,14,"M","2016","N","R"
"2016_IQRM","160","JACKSON Timothy",212,167,236,147,448,12,12,"M","2016","N","R"
"2016_IQRM","161","COCKSEDGE Raymond",215,164,225,157,440,9,14,"M","2016","N","R"
"2016_IQRM","162","BENNINGTON David",204,169,231,155,435,6,15,"M","2016","N","R"
"2016_IQRM","163","MANTRAVADI Pardha",224,158,209,169,433,7,13,"M","2016","N","R"
"2016_IQRM","164","FRASER Chris",219,163,211,167,430,7,14,"M","2016","N","R"
"2016_IQRM","165","WOODHOUSE Ryan",227,154,202,173,429,8,15,"M","2016","N","R"
"2016_IQRM","166","GROOM Ned",215,165,213,164,428,4,17,"M","2016","N","R"
